Time Stamp,Open,High,Low,Close,SellersLevel4,SellersLevel3,SellersLevel2,SellersLevel1,SellersLevel0,BuyersLevel0,BuyersLevel1,BuyersLevel2,BuyersLevel3,BuyersLevel4,BuyersInControlPrice,SellersInControlPrice,Entry,Defence,Stop,Target,Actual_100%_dis,Predicted_100%_dis,Actual_Agressive_Target,Predicted_Agressive_Target,Actual_Profit,Actual_Aggressive_profit,PAT_Profit_100,PAT_D_Profit_100,PAT_Loss_100,Target_Predicted_Aggressive_100_Defence_Target,PAT_Profit_Timestamp_100,PAT_D_Profit_Timestamp_100,PAT_Loss_Timestamp_100,Actual_Loss,PAT_Profit_Duration,PAT_D_Profit_Duration,PAT_Loss_Duration
9/1/2024 21:55,5714,5714.25,5713.5,5713.75,5658,5616.5,5614.75,5614,5613.25,5711.75,5714,5715,5716,5717,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,0,0
9/1/2024 22:00,5714,5714.25,5713.5,5714,5658,5616.5,5614.75,5614,5613.25,5711.75,5714,5715,5716,5717,5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/1/2024 22:20,5711,5712.5,5710.25,5712.25,5658,5616.5,5614.75,5614,5613.25,5711.75,5714,5715,5716,5717,0,5712.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/1/2024 22:30,5712.25,5713,5712.25,5712.75,5658,5616.5,5614.75,5614,5613.25,5711.75,5714,5715,5716,5717,5712.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/1/2024 23:00,5712.75,5714,5712.5,5713.75,5658,5616.5,5614.75,5614,5613.25,5710.25,5711.75,5714,5715,5716,5713.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/1/2024 23:05,5714,5714.75,5713.5,5714.75,5658,5616.5,5614.75,5614,5613.25,5710.25,5711.75,5712.25,5714,5715,5714.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/1/2024 23:10,5714.5,5714.5,5713.75,5714.25,5658,5616.5,5614.75,5614,5613.25,5710.25,5711.75,5712.25,5714,5715,0,5714.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/1/2024 23:25,5713.5,5715,5713.5,5715,5658,5616.5,5614.75,5614,5613.25,5710.25,5711.75,5712.25,5714,5715,5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/1/2024 23:30,5714.75,5716,5714.75,5716,5658,5616.5,5614.75,5614,5613.25,5710.25,5711.75,5712.25,5714,5715,5716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/1/2024 23:35,5715.75,5716.5,5715.5,5715.75,5658,5616.5,5614.75,5614,5613.25,5710.25,5711.75,5712.25,5714,5715,0,5715.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/1/2024 23:40,5716,5717.25,5716,5717.25,5658,5616.5,5614.75,5614,5613.25,5710.25,5711.75,5712.25,5714,5715,5717.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/1/2024 23:45,5717.25,5717.5,5716.25,5716.5,5658,5616.5,5614.75,5614,5613.25,5710.25,5711.75,5712.25,5714,5715,0,5716.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/2/2024 0:20,5711.75,5713.25,5711.25,5712.75,5658,5616.5,5614.75,5614,5613.25,5710.25,5711.75,5712.25,5714,5715,0,5712.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/2/2024 0:40,5711,5712.25,5710.75,5712,5658,5616.5,5614.75,5614,5613.25,5710.25,5711.75,5712.25,5714,5715,0,5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
9/2/2024 0:40,5711,5712.25,5710.75,5712,5658,5616.5,5614.75,5614,5613.25,5710.25,5710.75,5711.75,5712.25,5714,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,0,0
