timestamp,open,high,low,close
4/12/2021 9:15,14836.88,14836.88,14718.79,14719.65
4/12/2021 9:20,14721.08,14721.08,14659.87,14659.87
4/12/2021 9:25,14657.06,14680.31,14636.02,14637.25
4/12/2021 9:30,14637.45,14637.45,14572.01,14583.98
4/12/2021 9:35,14582.16,14658.97,14559.07,14639.43
4/12/2021 9:40,14641.34,14679.27,14637.76,14677.83
4/12/2021 9:45,14677.25,14694.76,14655.16,14676.77
4/12/2021 9:50,14676.67,14695.89,14671.12,14684.43
4/12/2021 9:55,14683.52,14707.74,14681.42,14703.34
4/12/2021 10:00,14703.1,14704.08,14659.59,14661.82
4/12/2021 10:05,14662.73,14689.21,14660.76,14685.1
4/12/2021 10:10,14679.5,14680.15,14653.92,14653.92
4/12/2021 10:15,14652.72,14652.72,14620.25,14630.85
4/12/2021 10:20,14630.66,14644.46,14622.88,14628.7
4/12/2021 10:25,14629.04,14636.77,14621.75,14631.4
4/12/2021 10:30,14631.61,14632.78,14615.98,14627.03
4/12/2021 10:35,14624.65,14626.44,14587.45,14591.88
4/12/2021 10:40,14591.49,14606.49,14573.22,14600.96
4/12/2021 10:45,14601,14635.28,14601,14631.75
4/12/2021 10:50,14631.8,14647.45,14631.6,14643.81
4/12/2021 10:55,14643.93,14654.69,14635.03,14654.69
4/12/2021 11:00,14655.26,14657.24,14637.94,14638.32
4/12/2021 11:05,14638.25,14640.87,14624.76,14625.85
4/12/2021 11:10,14625.72,14631.56,14606.62,14611.45
4/12/2021 11:15,14611.21,14618.06,14605.23,14616.69
4/12/2021 11:20,14616.61,14617.84,14603.91,14607.57
4/12/2021 11:25,14606.92,14608.31,14580.02,14580.11
4/12/2021 11:30,14579.06,14586.44,14563.98,14563.98
4/12/2021 11:35,14563.61,14578.99,14547.16,14572.95
4/12/2021 11:40,14573.14,14574.55,14535.18,14549.32
4/12/2021 11:45,14548.59,14562.66,14541.79,14558.1
4/12/2021 11:50,14558.07,14558.59,14522.7,14527.31
4/12/2021 11:55,14526.98,14526.98,14512.78,14521.07
4/12/2021 12:00,14521.78,14521.78,14491.19,14491.19
4/12/2021 12:05,14490.91,14492.94,14465.48,14465.48
4/12/2021 12:10,14463.18,14498.64,14450.48,14492.78
4/12/2021 12:15,14493.78,14521.89,14482.26,14482.26
4/12/2021 12:20,14482.57,14508.47,14470.88,14503.94
4/12/2021 12:25,14504.09,14515.05,14490.48,14514.76
4/12/2021 12:30,14514.94,14520.54,14496.13,14496.63
4/12/2021 12:35,14497,14521.26,14485.37,14518.92
4/12/2021 12:40,14519.14,14539.79,14513.01,14534.1
4/12/2021 12:45,14534.63,14543.43,14511.47,14521.43
4/12/2021 12:50,14521.64,14530.86,14498.26,14501.49
4/12/2021 12:55,14501.63,14505.65,14490.67,14494.26
4/12/2021 13:00,14494.33,14524.16,14491.95,14509.65
4/12/2021 13:05,14509.83,14512.82,14492.87,14495.12
4/12/2021 13:10,14495.33,14510.49,14487.75,14502.01
4/12/2021 13:15,14501.85,14503.95,14486.14,14502.12
4/12/2021 13:20,14502.08,14512.08,14487.17,14487.35
4/12/2021 13:25,14487.58,14502.11,14464.41,14501.72
4/12/2021 13:30,14502.22,14519.26,14501.37,14508.57
4/12/2021 13:35,14509.06,14512.46,14491.44,14499.36
4/12/2021 13:40,14500,14512,14488.92,14492.44
4/12/2021 13:45,14492.55,14502.28,14488.77,14489.59
4/12/2021 13:50,14489.91,14495.77,14484.22,14491.54
4/12/2021 13:55,14491.62,14500.12,14485.59,14497.63
