Time Stamp,Open,High,Low,Close,SellersLevel4,SellersLevel3,SellersLevel2,SellersLevel1,SellersLevel0,BuyersLevel0,BuyersLevel1,BuyersLevel2,BuyersLevel3,BuyersLevel4,BuyersInControlPrice,SellersInControlPrice,Entry,Defence,Stop,Target,Actual_100%_dis,Predicted_100%_dis,Actual_Ideal,Predicted_Ideal,Profit,Actual_ideal_profit
2023-10-03 10:05:00,27273.97,27275.71,27265.79,27273.81,27472.8,27439.66,27438.37,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,27273.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 10:10:00,27273.63,27287.26,27269.74,27274.25,27472.8,27439.66,27438.37,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,27274.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 10:15:00,27274.75,27311.05,27274.75,27306.38,27472.8,27439.66,27438.37,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,27306.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 10:20:00,27306.69,27306.69,27298.01,27306.26,27472.8,27439.66,27438.37,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,0.0,27306.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 10:25:00,27305.32,27328.52,27305.32,27328.52,27472.8,27439.66,27438.37,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,27328.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 10:30:00,27329.48,27329.54,27321.28,27322.3,27472.8,27439.66,27438.37,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,0.0,27322.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 10:35:00,27322.13,27324.95,27303.61,27316.2,27472.8,27439.66,27438.37,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,0.0,27316.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 10:40:00,27319.45,27325.39,27314.81,27314.81,27439.66,27438.37,27324.95,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,0.0,27314.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 10:45:00,27313.33,27313.33,27304.47,27308.99,27438.37,27324.95,27313.33,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,0.0,27308.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 10:50:00,27308.39,27321.26,27304.16,27320.96,27438.37,27324.95,27313.33,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,27320.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 10:55:00,27323.76,27324.5,27314.89,27318.58,27438.37,27324.95,27313.33,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,0.0,27318.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 11:00:00,27320.36,27321.33,27307.8,27309.96,27438.37,27324.95,27313.33,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,0.0,27309.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 11:05:00,27307.8,27321.99,27306.24,27315.24,27438.37,27324.95,27313.33,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,27315.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 11:10:00,27316.21,27321.51,27314.64,27319.55,27438.37,27324.95,27313.33,27271.11,27265.29,27421.65,27428.51,27447.18,27458.25,27469.93,27319.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 11:15:00,27319.95,27332.24,27319.95,27330.33,27438.37,27324.95,27313.33,27271.11,27265.29,27306.24,27421.65,27428.51,27447.18,27458.25,27330.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 11:20:00,27328.92,27343.09,27322.39,27343.09,27438.37,27324.95,27313.33,27271.11,27265.29,27306.24,27314.64,27421.65,27428.51,27447.18,27343.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 11:25:00,27340.94,27351.6,27338.36,27341.43,27438.37,27324.95,27313.33,27271.11,27265.29,27306.24,27314.64,27319.95,27421.65,27428.51,0.0,27341.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 11:30:00,27342.19,27346.02,27340.51,27343.04,27438.37,27324.95,27313.33,27271.11,27265.29,27306.24,27314.64,27319.95,27322.39,27421.65,27343.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 11:35:00,27341.67,27341.67,27325.2,27335.39,27438.37,27324.95,27313.33,27271.11,27265.29,27306.24,27314.64,27319.95,27322.39,27421.65,0.0,27335.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 11:40:00,27336.73,27343.02,27335.68,27335.68,27438.37,27324.95,27313.33,27271.11,27265.29,27306.24,27314.64,27319.95,27322.39,27421.65,27335.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 11:45:00,27335.31,27335.31,27308.68,27313.64,27335.31,27324.95,27313.33,27271.11,27265.29,27306.24,27314.64,27319.95,27322.39,27421.65,0.0,27313.64,27313.64,27324.95,27335.31,27306.24,-297.1900000000023,-103.46839999999946,27009.05,27202.771600000004,7.4,304.59
2023-10-03 11:50:00,27314.46,27319.42,27311.46,27319.42,27335.31,27324.95,27313.33,27271.11,27265.29,27306.24,27314.64,27319.95,27322.39,27421.65,27319.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 11:55:00,27318.55,27319.9,27316.26,27319.49,27335.31,27324.95,27313.33,27271.11,27265.29,27306.24,27314.64,27319.95,27322.39,27421.65,27319.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:00:00,27319.17,27323.9,27316.33,27323.7,27335.31,27324.95,27313.33,27271.11,27265.29,27306.24,27311.46,27314.64,27319.95,27322.39,27323.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:05:00,27324.1,27337.65,27323.89,27334.89,27335.31,27324.95,27313.33,27271.11,27265.29,27306.24,27311.46,27314.64,27316.26,27319.95,27334.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:10:00,27336.92,27339.8,27333.14,27337.28,27335.31,27324.95,27313.33,27271.11,27265.29,27306.24,27311.46,27314.64,27316.26,27316.33,27337.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:15:00,27336.42,27348.44,27335.14,27348.44,27335.31,27324.95,27313.33,27271.11,27265.29,27311.46,27314.64,27316.26,27316.33,27323.89,27348.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:20:00,27349.58,27352.79,27340.27,27341.94,27335.31,27324.95,27313.33,27271.11,27265.29,27311.46,27314.64,27316.26,27316.33,27323.89,0.0,27341.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:25:00,27340.36,27347.17,27340.36,27345.36,27335.31,27324.95,27313.33,27271.11,27265.29,27311.46,27314.64,27316.26,27316.33,27323.89,27345.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:30:00,27344.71,27347.28,27339.96,27339.96,27335.31,27324.95,27313.33,27271.11,27265.29,27311.46,27314.64,27316.26,27316.33,27323.89,0.0,27339.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:35:00,27338.71,27344.44,27335.67,27344.44,27335.31,27324.95,27313.33,27271.11,27265.29,27311.46,27314.64,27316.26,27316.33,27323.89,27344.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:40:00,27343.78,27347.73,27343.76,27346.04,27335.31,27324.95,27313.33,27271.11,27265.29,27311.46,27314.64,27316.26,27316.33,27323.89,27346.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:45:00,27345.61,27354.77,27345.61,27354.46,27335.31,27324.95,27313.33,27271.11,27265.29,27314.64,27316.26,27316.33,27323.89,27335.67,27354.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:50:00,27352.92,27353.3,27343.49,27346.55,27335.31,27324.95,27313.33,27271.11,27265.29,27314.64,27316.26,27316.33,27323.89,27335.67,0.0,27346.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 12:55:00,27345.25,27345.26,27337.72,27343.12,27335.31,27324.95,27313.33,27271.11,27265.29,27314.64,27316.26,27316.33,27323.89,27335.67,0.0,27343.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:00:00,27344.31,27350.34,27342.75,27344.3,27345.26,27335.31,27324.95,27313.33,27271.11,27314.64,27316.26,27316.33,27323.89,27335.67,27344.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:05:00,27341.99,27352.97,27341.99,27352.97,27345.26,27335.31,27324.95,27313.33,27271.11,27314.64,27316.26,27316.33,27323.89,27335.67,27352.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:10:00,27353.41,27365.02,27353.41,27365.02,27345.26,27335.31,27324.95,27313.33,27271.11,27314.64,27316.26,27316.33,27323.89,27335.67,27365.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:15:00,27364.7,27369.57,27356.63,27366.33,27345.26,27335.31,27324.95,27313.33,27271.11,27316.26,27316.33,27323.89,27335.67,27341.99,27366.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:20:00,27365.59,27368.73,27362.91,27367.75,27345.26,27335.31,27324.95,27313.33,27271.11,27316.33,27323.89,27335.67,27341.99,27353.41,27367.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:25:00,27366.69,27366.69,27353.14,27353.14,27345.26,27335.31,27324.95,27313.33,27271.11,27316.33,27323.89,27335.67,27341.99,27353.41,0.0,27353.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:30:00,27353.34,27358.94,27350.0,27358.94,27345.26,27335.31,27324.95,27313.33,27271.11,27316.33,27323.89,27335.67,27341.99,27353.41,27358.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:35:00,27359.58,27361.89,27354.66,27356.56,27345.26,27335.31,27324.95,27313.33,27271.11,27316.33,27323.89,27335.67,27341.99,27353.41,0.0,27356.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:40:00,27354.44,27370.0,27354.44,27368.94,27345.26,27335.31,27324.95,27313.33,27271.11,27316.33,27323.89,27335.67,27341.99,27353.41,27368.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:45:00,27370.01,27377.91,27370.01,27375.92,27345.26,27335.31,27324.95,27313.33,27271.11,27316.33,27323.89,27335.67,27341.99,27353.41,27375.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:50:00,27377.01,27380.17,27370.66,27380.17,27345.26,27335.31,27324.95,27313.33,27271.11,27323.89,27335.67,27341.99,27353.41,27354.44,27380.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 13:55:00,27379.57,27379.67,27365.12,27370.6,27345.26,27335.31,27324.95,27313.33,27271.11,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27370.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 14:00:00,27372.01,27372.01,27359.31,27363.56,27345.26,27335.31,27324.95,27313.33,27271.11,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27363.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 14:05:00,27362.33,27362.33,27338.22,27338.22,27362.33,27345.26,27335.31,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27338.22,27338.22,27345.26,27362.33,27335.67,-326.619999999999,-150.63540000000052,27009.05,27185.0346,2.55,329.17
2023-10-03 14:10:00,27335.78,27345.72,27332.09,27333.21,27345.72,27345.26,27335.31,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27333.21,27333.21,27335.31,27345.26,27323.89,-314.84000000000015,-143.98460000000034,27009.05,27179.9054,9.32,324.16
2023-10-03 14:15:00,27333.66,27333.66,27318.18,27332.56,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27332.56,27332.56,27333.66,27335.31,27323.89,-314.84000000000015,-139.61920000000035,27009.05,27184.2708,8.67,323.51
2023-10-03 14:20:00,27332.74,27345.5,27332.74,27345.5,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,27345.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 14:25:00,27346.53,27346.84,27336.77,27345.66,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,27345.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 14:30:00,27346.01,27348.24,27340.92,27340.92,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27340.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 14:35:00,27341.36,27343.58,27334.3,27342.3,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,27342.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 14:40:00,27342.39,27343.89,27335.56,27340.19,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27340.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 14:45:00,27339.98,27352.15,27339.24,27348.54,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,27348.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 14:50:00,27348.29,27349.21,27340.51,27346.53,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27346.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 14:55:00,27344.86,27348.38,27340.9,27345.09,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27345.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 15:00:00,27351.62,27360.6,27350.31,27356.28,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,27356.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 15:05:00,27355.59,27357.34,27349.98,27351.97,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27351.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 15:10:00,27353.26,27353.26,27345.15,27347.55,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27347.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 15:15:00,27345.82,27350.66,27343.64,27349.87,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,27349.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03 15:20:00,27348.31,27348.31,27331.92,27333.1,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27333.1,27333.1,27333.66,27335.31,27323.89,-314.84000000000015,-143.98460000000034,27009.05,27179.9054,9.21,324.05
2023-10-03 15:25:00,27333.44,27344.92,27330.56,27338.49,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,27338.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 09:15:00,27294.04,27294.13,27180.23,27183.09,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27183.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 09:20:00,27181.71,27181.71,27141.41,27156.24,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27156.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 09:25:00,27156.67,27172.79,27156.67,27172.79,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,27172.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 09:30:00,27167.6,27167.6,27131.26,27133.04,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,0.0,27133.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 09:35:00,27130.87,27164.16,27129.94,27163.06,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,27163.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 09:40:00,27161.99,27179.26,27161.99,27165.96,27345.26,27335.31,27333.66,27324.95,27313.33,27323.89,27335.67,27341.99,27353.41,27354.44,27165.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 09:45:00,27166.68,27190.8,27160.37,27189.6,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27323.89,27335.67,27341.99,27353.41,27189.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 09:50:00,27190.41,27196.25,27189.49,27190.72,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27160.37,27323.89,27335.67,27341.99,27190.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 09:55:00,27190.93,27190.93,27175.13,27175.26,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27160.37,27323.89,27335.67,27341.99,0.0,27175.26,27175.26,27313.33,27324.95,27160.37,-151.3199999999997,-95.88040000000052,27009.05,27064.4896,14.89,166.21
2023-10-04 10:00:00,27175.75,27176.49,27145.9,27151.21,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27160.37,27323.89,27335.67,27341.99,0.0,27151.21,27151.21,27313.33,27324.95,27129.94,-120.88999999999942,-104.38940000000052,27009.05,27025.5506,21.27,142.16
2023-10-04 10:05:00,27149.39,27157.49,27149.39,27154.83,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27160.37,27323.89,27335.67,27341.99,27154.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 10:10:00,27155.31,27159.55,27146.97,27148.39,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27160.37,27323.89,27335.67,27341.99,0.0,27148.39,27148.39,27313.33,27324.95,27129.94,-120.88999999999942,-104.38940000000052,27009.05,27025.5506,18.45,139.34
2023-10-04 10:15:00,27146.06,27151.08,27136.26,27149.1,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27160.37,27323.89,27335.67,27341.99,27149.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 10:20:00,27150.16,27172.3,27145.62,27171.75,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27160.37,27323.89,27335.67,27341.99,27171.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 10:25:00,27171.77,27185.98,27171.77,27173.07,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27160.37,27323.89,27335.67,27173.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 10:30:00,27171.03,27193.2,27170.2,27191.03,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27145.62,27160.37,27323.89,27191.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 10:35:00,27190.31,27196.94,27190.31,27191.5,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27145.62,27160.37,27170.2,27191.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 10:40:00,27190.8,27200.44,27181.09,27181.09,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27145.62,27160.37,27170.2,0.0,27181.09,27181.09,27313.33,27324.95,27170.2,-161.15000000000146,-150.99680000000006,27009.05,27019.2032,10.89,172.04
2023-10-04 10:45:00,27180.61,27184.69,27176.65,27184.55,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27145.62,27160.37,27170.2,27184.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 10:50:00,27184.81,27192.19,27177.12,27190.74,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27145.62,27160.37,27170.2,27190.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 10:55:00,27191.9,27195.93,27187.75,27189.77,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27145.62,27160.37,27170.2,0.0,27189.77,27189.77,27313.33,27324.95,27170.2,-161.15000000000146,-150.99680000000006,27009.05,27019.2032,19.57,180.72
2023-10-04 11:00:00,27191.85,27195.92,27189.86,27191.98,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27145.62,27160.37,27170.2,27191.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 11:05:00,27193.89,27195.38,27185.39,27191.69,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27145.62,27160.37,27170.2,0.0,27191.69,27191.69,27313.33,27324.95,27170.2,-161.15000000000146,-150.99680000000006,27009.05,27019.2032,21.49,182.64
2023-10-04 11:10:00,27194.98,27194.98,27183.14,27188.97,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27145.62,27160.37,27170.2,0.0,27188.97,27188.97,27313.33,27324.95,27170.2,-161.15000000000146,-150.99680000000006,27009.05,27019.2032,18.77,179.92
2023-10-04 11:15:00,27189.42,27194.53,27188.74,27192.94,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27145.62,27160.37,27170.2,27192.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04 11:20:00,27193.44,27194.67,27185.14,27185.14,27345.26,27335.31,27333.66,27324.95,27313.33,27129.94,27136.26,27145.62,27160.37,27170.2,0.0,27185.14,27185.14,27313.33,27324.95,27170.2,-161.15000000000146,-150.99680000000006,27009.05,27019.2032,14.94,176.09
