Time Stamp,Open,High,Low,Close,SellersLevel4,SellersLevel3,SellersLevel2,SellersLevel1,SellersLevel0,BuyersLevel0,BuyersLevel1,BuyersLevel2,BuyersLevel3,BuyersLevel4,BuyersInControlPrice,SellersInControlPrice,Entry,Defence,Stop,Target,Actual_100%_dis,Predicted_100%_dis
2024-09-01 22:20:00,5711.0,5712.5,5710.25,5712.25,5658.0,5616.5,5614.75,5614.0,5613.25,5711.75,5714.0,5715.0,5716.0,5717.0,0.0,5712.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01 22:30:00,5712.25,5713.0,5712.25,5712.75,5658.0,5616.5,5614.75,5614.0,5613.25,5711.75,5714.0,5715.0,5716.0,5717.0,5712.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01 23:00:00,5712.75,5714.0,5712.5,5713.75,5658.0,5616.5,5614.75,5614.0,5613.25,5710.25,5711.75,5714.0,5715.0,5716.0,5713.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01 23:05:00,5714.0,5714.75,5713.5,5714.75,5658.0,5616.5,5614.75,5614.0,5613.25,5710.25,5711.75,5712.25,5714.0,5715.0,5714.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01 23:10:00,5714.5,5714.5,5713.75,5714.25,5658.0,5616.5,5614.75,5614.0,5613.25,5710.25,5711.75,5712.25,5714.0,5715.0,0.0,5714.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01 23:25:00,5713.5,5715.0,5713.5,5715.0,5658.0,5616.5,5614.75,5614.0,5613.25,5710.25,5711.75,5712.25,5714.0,5715.0,5715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01 23:30:00,5714.75,5716.0,5714.75,5716.0,5658.0,5616.5,5614.75,5614.0,5613.25,5710.25,5711.75,5712.25,5714.0,5715.0,5716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01 23:35:00,5715.75,5716.5,5715.5,5715.75,5658.0,5616.5,5614.75,5614.0,5613.25,5710.25,5711.75,5712.25,5714.0,5715.0,0.0,5715.75,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01 23:40:00,5716.0,5717.25,5716.0,5717.25,5658.0,5616.5,5614.75,5614.0,5613.25,5710.25,5711.75,5712.25,5714.0,5715.0,5717.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01 23:45:00,5717.25,5717.5,5716.25,5716.5,5658.0,5616.5,5614.75,5614.0,5613.25,5710.25,5711.75,5712.25,5714.0,5715.0,0.0,5716.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 00:20:00,5711.75,5713.25,5711.25,5712.75,5658.0,5616.5,5614.75,5614.0,5613.25,5710.25,5711.75,5712.25,5714.0,5715.0,0.0,5712.75,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 00:40:00,5711.0,5712.25,5710.75,5712.0,5658.0,5616.5,5614.75,5614.0,5613.25,5710.25,5711.75,5712.25,5714.0,5715.0,0.0,5712.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 00:40:00,5711.0,5712.25,5710.75,5712.0,5658.0,5616.5,5614.75,5614.0,5613.25,5710.25,5710.75,5711.75,5712.25,5714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 01:50:00,5702.0,5704.0,5701.75,5703.5,5658.0,5616.5,5614.75,5614.0,5613.25,5701.75,5710.25,5710.75,5711.75,5712.25,0.0,5703.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 01:55:00,5703.5,5706.25,5703.25,5705.5,5658.0,5616.5,5614.75,5614.0,5613.25,5701.75,5703.25,5710.25,5710.75,5711.75,5705.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 02:10:00,5706.25,5707.5,5705.75,5707.5,5658.0,5616.5,5614.75,5614.0,5613.25,5701.75,5703.25,5705.75,5710.25,5710.75,5707.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 02:20:00,5707.5,5710.5,5707.0,5709.25,5658.0,5616.5,5614.75,5614.0,5613.25,5701.75,5703.25,5705.75,5707.0,5710.25,5709.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 02:25:00,5709.0,5710.75,5708.0,5710.75,5658.0,5616.5,5614.75,5614.0,5613.25,5701.75,5703.25,5705.75,5707.0,5708.0,5710.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 02:35:00,5710.25,5713.0,5710.0,5712.5,5658.0,5616.5,5614.75,5614.0,5613.25,5703.25,5705.75,5707.0,5708.0,5710.0,5712.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 02:40:00,5712.25,5713.25,5711.0,5711.5,5658.0,5616.5,5614.75,5614.0,5613.25,5703.25,5705.75,5707.0,5708.0,5710.0,0.0,5711.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 02:45:00,5711.25,5714.5,5711.0,5713.0,5658.0,5616.5,5614.75,5614.0,5613.25,5703.25,5705.75,5707.0,5708.0,5710.0,5713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 02:50:00,5712.75,5714.25,5712.0,5713.5,5658.0,5616.5,5614.75,5614.0,5613.25,5703.25,5705.75,5707.0,5708.0,5710.0,5713.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 03:20:00,5711.25,5713.0,5711.25,5712.75,5658.0,5616.5,5614.75,5614.0,5613.25,5705.75,5707.0,5708.0,5710.0,5711.0,0.0,5712.75,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 03:25:00,5712.75,5713.25,5712.25,5713.0,5658.0,5616.5,5614.75,5614.0,5613.25,5707.0,5708.0,5710.0,5711.0,5711.25,5713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 03:30:00,5713.0,5714.25,5712.75,5713.5,5658.0,5616.5,5614.75,5614.0,5613.25,5708.0,5710.0,5711.0,5711.25,5712.25,5713.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 03:35:00,5713.25,5714.25,5713.0,5713.75,5658.0,5616.5,5614.75,5614.0,5613.25,5710.0,5711.0,5711.25,5712.25,5712.75,5713.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 03:40:00,5713.75,5715.0,5713.25,5714.75,5658.0,5616.5,5614.75,5614.0,5613.25,5711.0,5711.25,5712.25,5712.75,5713.0,5714.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 03:45:00,5714.75,5715.75,5714.5,5715.25,5658.0,5616.5,5614.75,5614.0,5613.25,5711.25,5712.25,5712.75,5713.0,5713.25,5715.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 04:25:00,5713.0,5714.5,5713.0,5714.5,5658.0,5616.5,5614.75,5614.0,5613.25,5712.25,5712.75,5713.0,5713.25,5714.5,0.0,5714.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 04:45:00,5714.0,5715.0,5713.5,5715.0,5658.0,5616.5,5614.75,5614.0,5613.25,5712.25,5712.75,5713.0,5713.25,5713.5,5715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 05:35:00,5713.25,5714.25,5713.25,5714.25,5658.0,5616.5,5614.75,5614.0,5613.25,5712.25,5712.75,5713.0,5713.25,5713.5,0.0,5714.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 05:55:00,5714.5,5716.0,5714.5,5715.75,5658.0,5616.5,5614.75,5614.0,5613.25,5712.75,5713.0,5713.25,5713.5,5714.5,5715.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 06:00:00,5716.0,5716.0,5715.5,5716.0,5658.0,5616.5,5614.75,5614.0,5613.25,5712.75,5713.0,5713.25,5713.5,5714.5,5716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 06:05:00,5715.75,5717.75,5715.75,5717.25,5658.0,5616.5,5614.75,5614.0,5613.25,5712.75,5713.0,5713.25,5713.5,5714.5,5717.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 06:20:00,5717.5,5718.5,5717.5,5718.25,5658.0,5616.5,5614.75,5614.0,5613.25,5712.75,5713.0,5713.25,5713.5,5714.5,5718.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 06:50:00,5716.75,5718.25,5716.25,5718.0,5658.0,5616.5,5614.75,5614.0,5613.25,5713.0,5713.25,5713.5,5714.5,5715.75,0.0,5718.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 07:40:00,5716.5,5719.0,5716.0,5719.0,5658.0,5616.5,5614.75,5614.0,5613.25,5713.25,5713.5,5714.5,5715.75,5716.0,5719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 07:45:00,5719.0,5722.0,5718.75,5721.0,5658.0,5616.5,5614.75,5614.0,5613.25,5713.5,5714.5,5715.75,5716.0,5716.25,5721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 07:50:00,5721.0,5721.5,5719.25,5719.5,5658.0,5616.5,5614.75,5614.0,5613.25,5713.5,5714.5,5715.75,5716.0,5716.25,0.0,5719.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 08:25:00,5713.75,5715.0,5713.0,5714.75,5658.0,5616.5,5614.75,5614.0,5613.25,5713.5,5714.5,5715.75,5716.0,5716.25,0.0,5714.75,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 08:30:00,5714.75,5717.25,5714.75,5717.0,5658.0,5616.5,5614.75,5614.0,5613.25,5713.5,5714.5,5715.75,5716.0,5716.25,5717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 08:35:00,5716.75,5721.5,5716.75,5721.0,5658.0,5616.5,5614.75,5614.0,5613.25,5713.0,5713.5,5714.5,5715.75,5716.0,5721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 08:40:00,5721.25,5725.5,5721.25,5725.25,5658.0,5616.5,5614.75,5614.0,5613.25,5713.0,5713.5,5714.5,5714.75,5715.75,5725.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 08:45:00,5725.5,5726.75,5724.25,5726.25,5658.0,5616.5,5614.75,5614.0,5613.25,5713.5,5714.5,5714.75,5715.75,5716.75,5726.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 09:10:00,5725.0,5727.25,5724.75,5726.75,5658.0,5616.5,5614.75,5614.0,5613.25,5714.5,5714.75,5715.75,5716.75,5721.25,5726.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 09:55:00,5724.25,5725.5,5724.25,5725.0,5658.0,5616.5,5614.75,5614.0,5613.25,5714.75,5715.75,5716.75,5721.25,5724.25,0.0,5725.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 10:15:00,5724.75,5725.5,5724.5,5725.5,5658.0,5616.5,5614.75,5614.0,5613.25,5715.75,5716.75,5721.25,5724.25,5724.5,5725.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 10:35:00,5723.25,5724.0,5723.0,5724.0,5658.0,5616.5,5614.75,5614.0,5613.25,5715.75,5716.75,5721.25,5723.0,5724.25,0.0,5724.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 11:00:00,5721.5,5727.5,5721.25,5725.75,5658.0,5616.5,5614.75,5614.0,5613.25,5716.75,5721.25,5723.0,5724.25,5724.5,5725.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 16:05:00,5725.75,5730.5,5725.75,5729.25,5658.0,5616.5,5614.75,5614.0,5613.25,5721.25,5723.0,5724.25,5724.5,5725.75,5729.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 16:55:00,5721.0,5721.5,5718.75,5721.5,5658.0,5616.5,5614.75,5614.0,5613.25,5718.75,5721.25,5723.0,5724.25,5724.5,0.0,5721.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 17:50:00,5713.0,5715.5,5713.0,5715.0,5658.0,5616.5,5614.75,5614.0,5613.25,5713.0,5718.75,5721.25,5723.0,5724.25,0.0,5715.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 18:15:00,5715.25,5717.0,5714.0,5716.75,5658.0,5616.5,5614.75,5614.0,5613.25,5713.0,5714.0,5718.75,5721.25,5723.0,5716.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 18:20:00,5716.75,5718.25,5715.5,5718.0,5658.0,5616.5,5614.75,5614.0,5613.25,5713.0,5714.0,5715.5,5718.75,5721.25,5718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 19:00:00,5715.25,5717.25,5715.25,5717.0,5658.0,5616.5,5614.75,5614.0,5613.25,5713.0,5714.0,5715.25,5715.5,5718.75,0.0,5717.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 19:10:00,5717.25,5718.75,5717.0,5718.5,5658.0,5616.5,5614.75,5614.0,5613.25,5713.0,5714.0,5715.25,5715.5,5717.0,5718.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 19:15:00,5718.75,5720.75,5718.75,5720.25,5658.0,5616.5,5614.75,5614.0,5613.25,5714.0,5715.25,5715.5,5717.0,5718.75,5720.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 19:20:00,5720.25,5721.75,5720.0,5721.0,5658.0,5616.5,5614.75,5614.0,5613.25,5715.25,5715.5,5717.0,5718.75,5720.0,5721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 20:15:00,5718.0,5719.25,5717.75,5719.0,5658.0,5616.5,5614.75,5614.0,5613.25,5715.25,5715.5,5717.0,5717.75,5718.75,0.0,5719.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 20:25:00,5719.25,5720.25,5718.75,5720.0,5658.0,5616.5,5614.75,5614.0,5613.25,5715.5,5717.0,5717.75,5718.75,5720.0,5720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 21:45:00,5709.25,5710.75,5709.25,5710.75,5658.0,5616.5,5614.75,5614.0,5613.25,5709.25,5715.5,5717.0,5717.75,5718.75,0.0,5710.75,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 21:50:00,5710.75,5713.25,5710.5,5712.75,5658.0,5616.5,5614.75,5614.0,5613.25,5709.25,5710.5,5715.5,5717.0,5717.75,5712.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 21:55:00,5712.75,5713.25,5712.0,5712.75,5658.0,5616.5,5614.75,5614.0,5613.25,5709.25,5710.5,5715.5,5717.0,5717.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 22:00:00,5713.0,5713.75,5712.75,5713.75,5658.0,5616.5,5614.75,5614.0,5613.25,5709.25,5710.5,5715.5,5717.0,5717.75,5713.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 22:35:00,5712.0,5713.0,5712.0,5712.25,5658.0,5616.5,5614.75,5614.0,5613.25,5709.25,5710.5,5715.5,5717.0,5717.75,0.0,5712.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 23:05:00,5712.25,5714.25,5712.25,5713.5,5658.0,5616.5,5614.75,5614.0,5613.25,5709.25,5710.5,5712.0,5715.5,5717.0,5713.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 23:10:00,5713.5,5714.5,5712.75,5714.25,5658.0,5616.5,5614.75,5614.0,5613.25,5709.25,5710.5,5712.0,5712.25,5715.5,5714.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 23:15:00,5714.25,5715.25,5714.0,5715.0,5658.0,5616.5,5614.75,5614.0,5613.25,5709.25,5710.5,5712.0,5712.25,5712.75,5715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02 23:20:00,5715.25,5715.5,5714.5,5715.5,5658.0,5616.5,5614.75,5614.0,5613.25,5710.5,5712.0,5712.25,5712.75,5714.0,5715.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 00:00:00,5715.0,5716.25,5714.25,5716.25,5658.0,5616.5,5614.75,5614.0,5613.25,5712.0,5712.25,5712.75,5714.0,5714.25,5716.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 00:10:00,5713.25,5715.0,5712.75,5714.75,5658.0,5616.5,5614.75,5614.0,5613.25,5712.25,5712.75,5714.0,5714.25,5714.5,0.0,5714.75,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 00:30:00,5711.25,5712.75,5707.5,5712.75,5658.0,5616.5,5614.75,5614.0,5613.25,5707.5,5712.25,5712.75,5714.0,5714.25,0.0,5712.75,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 00:35:00,5712.75,5714.25,5712.75,5713.25,5658.0,5616.5,5614.75,5614.0,5613.25,5707.5,5712.25,5712.75,5714.0,5714.25,5713.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 00:40:00,5713.0,5715.5,5713.0,5715.0,5658.0,5616.5,5614.75,5614.0,5613.25,5707.5,5712.25,5712.75,5713.0,5714.0,5715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 00:45:00,5715.0,5716.0,5714.5,5715.5,5658.0,5616.5,5614.75,5614.0,5613.25,5712.25,5712.75,5713.0,5714.0,5714.5,5715.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 00:50:00,5715.5,5717.75,5715.25,5716.75,5658.0,5616.5,5614.75,5614.0,5613.25,5712.75,5713.0,5714.0,5714.5,5715.25,5716.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 01:05:00,5716.0,5723.0,5716.0,5722.25,5658.0,5616.5,5614.75,5614.0,5613.25,5713.0,5714.0,5714.5,5715.25,5716.0,5722.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 01:10:00,5722.0,5724.25,5720.0,5723.0,5658.0,5616.5,5614.75,5614.0,5613.25,5714.0,5714.5,5715.25,5716.0,5720.0,5723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 01:15:00,5723.25,5724.0,5722.25,5723.25,5658.0,5616.5,5614.75,5614.0,5613.25,5714.0,5714.5,5715.25,5716.0,5720.0,5723.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 01:45:00,5723.75,5727.0,5723.25,5726.5,5658.0,5616.5,5614.75,5614.0,5613.25,5714.0,5714.5,5715.25,5716.0,5720.0,5726.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 02:05:00,5723.25,5725.25,5723.0,5723.25,5658.0,5616.5,5614.75,5614.0,5613.25,5714.0,5714.5,5715.25,5716.0,5720.0,0.0,5723.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 03:05:00,5700.25,5703.25,5698.75,5702.25,5658.0,5616.5,5614.75,5614.0,5613.25,5714.0,5714.5,5715.25,5716.0,5720.0,0.0,5702.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 03:40:00,5695.75,5697.25,5695.0,5696.5,5658.0,5616.5,5614.75,5614.0,5613.25,5714.0,5714.5,5715.25,5716.0,5720.0,0.0,5696.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 04:15:00,5688.5,5693.25,5687.75,5692.5,5658.0,5616.5,5614.75,5614.0,5613.25,5687.75,5714.0,5714.5,5715.25,5716.0,0.0,5692.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 04:30:00,5690.5,5695.0,5690.5,5694.25,5658.0,5616.5,5614.75,5614.0,5613.25,5687.75,5690.5,5714.0,5714.5,5715.25,5694.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 04:55:00,5694.25,5697.0,5693.75,5696.5,5658.0,5616.5,5614.75,5614.0,5613.25,5687.75,5690.5,5693.75,5714.0,5714.5,5696.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 05:20:00,5689.75,5695.0,5689.5,5693.75,5658.0,5616.5,5614.75,5614.0,5613.25,5687.75,5689.5,5690.5,5693.75,5714.0,0.0,5693.75,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 05:35:00,5693.75,5696.5,5693.25,5695.5,5658.0,5616.5,5614.75,5614.0,5613.25,5687.75,5689.5,5690.5,5693.25,5693.75,5695.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 06:15:00,5694.0,5694.75,5691.5,5694.25,5658.0,5616.5,5614.75,5614.0,5613.25,5687.75,5689.5,5690.5,5691.5,5693.25,0.0,5694.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 06:40:00,5693.75,5697.5,5692.25,5695.5,5658.0,5616.5,5614.75,5614.0,5613.25,5687.75,5689.5,5690.5,5691.5,5692.25,5695.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 07:05:00,5688.75,5690.75,5687.5,5690.75,5658.0,5616.5,5614.75,5614.0,5613.25,5687.5,5687.75,5689.5,5690.5,5691.5,0.0,5690.75,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 07:20:00,5687.5,5689.75,5686.0,5689.75,5658.0,5616.5,5614.75,5614.0,5613.25,5686.0,5687.5,5687.75,5689.5,5690.5,0.0,5689.75,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 07:25:00,5690.0,5693.75,5689.0,5692.75,5658.0,5616.5,5614.75,5614.0,5613.25,5686.0,5687.5,5687.75,5689.0,5689.5,5692.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 07:45:00,5678.75,5681.25,5674.75,5679.5,5658.0,5616.5,5614.75,5614.0,5613.25,5674.75,5686.0,5687.5,5687.75,5689.0,0.0,5679.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 08:00:00,5666.75,5674.75,5664.5,5673.0,5658.0,5616.5,5614.75,5614.0,5613.25,5664.5,5674.75,5686.0,5687.5,5687.75,0.0,5673.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 08:10:00,5656.25,5659.5,5651.5,5658.0,5658.0,5616.5,5614.75,5614.0,5613.25,5651.5,5664.5,5674.75,5686.0,5687.5,0.0,5658.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 08:20:00,5647.5,5653.25,5645.5,5652.0,5658.0,5616.5,5614.75,5614.0,5613.25,5645.5,5651.5,5664.5,5674.75,5686.0,0.0,5652.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03 09:05:00,5636.25,5645.25,5634.0,5643.75,5658.0,5616.5,5614.75,5614.0,5613.25,5634.0,5645.5,5651.5,5664.5,5674.75,0.0,5643.75,0.0,0.0,0.0,0.0,0.0,0.0
