Time Stamp,Open,High,Low,Close,SellersLevel4,SellersLevel3,SellersLevel2,SellersLevel1,SellersLevel0,BuyersLevel0,BuyersLevel1,BuyersLevel2,BuyersLevel3,BuyersLevel4,BuyersInControlPrice,SellersInControlPrice,Entry,Defence,Stop,Target,Actual_100%_dis,Predicted_100%_dis,Actual_Ideal_Target,Predicted_Ideal_Target,Actual_Profit,Actual_ideal_profit,PIT_Profit_100,PIT_D_Profit_100,PIT_Loss_100,PIT_Defence_Target_100,PIT_Profit_Timestamp_100,PIT_D_Profit_Timestamp_100,PIT_Loss_Timestamp_100,Actual_Loss,PIT_Profit_Duration,PIT_D_Profit_Duration,PIT_Loss_Duration
6/2/2024 19:05,116.1,116.1,116.1,116.1,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 19:10,116.1,116.11,116.1,116.11,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,116.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 19:15,116.11,116.11,116.09,116.11,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 19:20,116.1,116.1,116.1,116.1,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0,116.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 19:30,116.11,116.12,116.11,116.12,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,116.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 19:35,116.12,116.13,116.09,116.12,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 19:40,116.13,116.14,116.12,116.12,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 19:45,116.13,116.14,116.12,116.14,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,116.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 19:45,116.13,116.14,116.12,116.14,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 19:50,116.13,116.14,116.12,116.14,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 19:55,116.13,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 20:00,116.14,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 20:05,116.12,116.13,116.11,116.12,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,116.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 20:10,116.12,116.12,116.11,116.11,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,116.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 20:15,116.11,116.15,116.1,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 20:20,116.12,116.13,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 20:25,116.13,116.13,116.11,116.11,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,116.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 20:30,116.11,116.12,116.1,116.11,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 20:35,116.11,116.13,116.11,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 20:40,116.14,116.15,116.14,116.14,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,116.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 20:45,116.14,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 20:50,116.13,116.14,116.13,116.14,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,116.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 20:55,116.13,116.15,116.13,116.14,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 21:00,116.14,116.15,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 21:05,116.13,116.15,116.13,116.15,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,116.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 21:10,116.14,116.16,116.14,116.15,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 21:15,116.14,116.16,116.14,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 21:20,116.16,116.17,116.16,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 21:25,116.16,116.17,116.15,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 21:30,116.16,116.17,116.16,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 21:35,116.16,116.17,116.16,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 21:40,116.16,116.16,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,116.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 21:45,116.15,116.16,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 21:50,116.15,116.16,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 21:55,116.15,116.15,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 22:00,116.15,116.16,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 22:05,116.15,116.15,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 22:10,116.14,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 22:15,116.13,116.14,116.12,116.14,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 22:20,116.14,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 22:25,116.14,116.14,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 22:30,116.13,116.13,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 22:35,116.13,116.13,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0
6/2/2024 22:40,116.13,116.13,116.12,116.12,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,116.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 22:45,116.13,116.13,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 22:50,116.12,116.12,116.12,116.12,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,116.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 22:55,116.12,116.13,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 23:00,116.13,116.13,116.12,116.12,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,116.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 23:05,116.12,116.13,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 23:10,116.12,116.12,116.12,116.12,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0,116.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
6/2/2024 23:15,116.12,116.13,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0
