Time Stamp,Open,High,Low,Close,SellersLevel4,SellersLevel3,SellersLevel2,SellersLevel1,SellersLevel0,BuyersLevel0,BuyersLevel1,BuyersLevel2,BuyersLevel3,BuyersLevel4,BuyersInControlPrice,SellersInControlPrice,Entry,Defence,Stop,Target,Actual_100%_dis,Predicted_100%_dis,Actual_Ideal_Target,Predicted_Ideal_Target,Actual_Profit,Actual_ideal_profit,PIT_Profit_100,PIT_D_Profit_100,PIT_Loss_100,PIT_Defence_Target_100,PIT_Profit_Timestamp_100,PIT_D_Profit_Timestamp_100,PIT_Loss_Timestamp_100,Actual_Loss
2024-06-02 18:05:00,116.08,116.11,116.07,116.09,116.08,116.05,116.04,116.03,115.17,116.03,116.05,116.07,116.08,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 18:10:00,116.1,116.11,116.09,116.11,116.08,116.05,116.04,116.03,115.17,116.03,116.05,116.07,116.08,116.09,116.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 18:15:00,116.11,116.13,116.1,116.13,116.08,116.05,116.04,116.03,115.17,116.05,116.07,116.08,116.09,116.1,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 18:20:00,116.13,116.13,116.12,116.13,116.08,116.05,116.04,116.03,115.17,116.05,116.07,116.08,116.09,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 18:25:00,116.13,116.13,116.11,116.11,116.08,116.05,116.04,116.03,115.17,116.05,116.07,116.08,116.09,116.1,0.0,116.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 18:30:00,116.12,116.12,116.11,116.11,116.08,116.05,116.04,116.03,115.17,116.05,116.07,116.08,116.09,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 18:35:00,116.12,116.12,116.11,116.11,116.12,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 18:40:00,116.11,116.12,116.1,116.1,116.12,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0.0,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 18:45:00,116.11,116.11,116.08,116.09,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0.0,116.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 18:50:00,116.09,116.1,116.09,116.09,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 18:55:00,116.09,116.1,116.08,116.08,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0.0,116.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 19:00:00,116.09,116.1,116.08,116.1,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 19:05:00,116.1,116.1,116.1,116.1,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 19:10:00,116.1,116.11,116.1,116.11,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,116.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 19:15:00,116.11,116.11,116.09,116.11,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 19:20:00,116.1,116.1,116.1,116.1,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0.0,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 19:30:00,116.11,116.12,116.11,116.12,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 19:35:00,116.12,116.13,116.09,116.12,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 19:40:00,116.13,116.14,116.12,116.12,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 19:45:00,116.13,116.14,116.12,116.14,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,116.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 19:45:00,116.13,116.14,116.12,116.14,116.11,116.08,116.05,116.04,116.03,116.05,116.07,116.08,116.09,116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 19:50:00,116.13,116.14,116.12,116.14,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 19:55:00,116.13,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 20:00:00,116.14,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 20:05:00,116.12,116.13,116.11,116.12,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 20:10:00,116.12,116.12,116.11,116.11,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,116.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 20:15:00,116.11,116.15,116.1,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 20:20:00,116.12,116.13,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 20:25:00,116.13,116.13,116.11,116.11,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,116.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 20:30:00,116.11,116.12,116.1,116.11,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 20:35:00,116.11,116.13,116.11,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 20:40:00,116.14,116.15,116.14,116.14,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,116.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 20:45:00,116.14,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 20:50:00,116.13,116.14,116.13,116.14,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,116.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 20:55:00,116.13,116.15,116.13,116.14,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 21:00:00,116.14,116.15,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 21:05:00,116.13,116.15,116.13,116.15,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,116.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 21:10:00,116.14,116.16,116.14,116.15,116.11,116.08,116.05,116.04,116.03,116.07,116.08,116.09,116.1,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 21:15:00,116.14,116.16,116.14,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 21:20:00,116.16,116.17,116.16,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 21:25:00,116.16,116.17,116.15,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 21:30:00,116.16,116.17,116.16,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 21:35:00,116.16,116.17,116.16,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 21:40:00,116.16,116.16,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 21:45:00,116.15,116.16,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
