Time Stamp,Open,High,Low,Close,SellersLevel4,SellersLevel3,SellersLevel2,SellersLevel1,SellersLevel0,BuyersLevel0,BuyersLevel1,BuyersLevel2,BuyersLevel3,BuyersLevel4,BuyersInControlPrice,SellersInControlPrice,Entry,Defence,Stop,Target,Actual_100%_dis,Predicted_100%_dis,Actual_Ideal_Target,Predicted_Ideal_Target,Actual_Profit,Actual_ideal_profit,PIT_Profit_100,PIT_D_Profit_100,PIT_Loss_100,PIT_Defence_Target_100,PIT_Profit_Timestamp_100,PIT_D_Profit_Timestamp_100,PIT_Loss_Timestamp_100,Actual_Loss
2024-06-02 21:50:00,116.15,116.16,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 21:55:00,116.15,116.15,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 22:00:00,116.15,116.16,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 22:05:00,116.15,116.15,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 22:10:00,116.14,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 22:15:00,116.13,116.14,116.12,116.14,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 22:20:00,116.14,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 22:25:00,116.14,116.14,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 22:30:00,116.13,116.13,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 22:35:00,116.13,116.13,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 22:40:00,116.13,116.13,116.12,116.12,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 22:45:00,116.13,116.13,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 22:50:00,116.12,116.12,116.12,116.12,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 22:55:00,116.12,116.13,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 23:00:00,116.13,116.13,116.12,116.12,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 23:05:00,116.12,116.13,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 23:10:00,116.12,116.12,116.12,116.12,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 23:15:00,116.12,116.13,116.12,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 23:20:00,116.14,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 23:25:00,116.14,116.14,116.14,116.14,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 23:30:00,116.14,116.14,116.14,116.14,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 23:35:00,116.13,116.14,116.13,116.13,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 23:40:00,116.14,116.16,116.14,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 23:40:00,116.14,116.16,116.14,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 23:45:00,116.16,116.16,116.15,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-02 23:50:00,116.16,116.17,116.16,116.17,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-02 23:55:00,116.17,116.17,116.16,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 00:00:00,116.17,116.17,116.17,116.17,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 00:05:00,116.16,116.17,116.16,116.17,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 00:10:00,116.17,116.17,116.17,116.17,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 00:15:00,116.17,116.18,116.17,116.17,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 00:20:00,116.18,116.18,116.17,116.18,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 00:25:00,116.17,116.18,116.17,116.18,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 00:30:00,116.18,116.18,116.16,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 00:35:00,116.16,116.17,116.16,116.17,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 00:40:00,116.17,116.17,116.16,116.17,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 00:45:00,116.17,116.17,116.16,116.17,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 00:50:00,116.16,116.17,116.16,116.17,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 00:55:00,116.17,116.17,116.16,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 01:00:00,116.16,116.17,116.16,116.17,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 01:05:00,116.17,116.17,116.17,116.17,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 01:10:00,116.16,116.17,116.16,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 01:15:00,116.15,116.15,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 01:20:00,116.16,116.17,116.16,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 01:25:00,116.16,116.16,116.15,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 01:30:00,116.16,116.16,116.15,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 01:35:00,116.15,116.16,116.15,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 01:40:00,116.16,116.16,116.13,116.14,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 01:45:00,116.13,116.15,116.13,116.14,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 01:50:00,116.14,116.15,116.14,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 01:55:00,116.14,116.15,116.14,116.14,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,116.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 02:00:00,116.15,116.15,116.14,116.14,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
2024-06-03 02:05:00,116.14,116.15,116.14,116.15,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 02:10:00,116.15,116.16,116.15,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,116.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0
2024-06-03 02:15:00,116.16,116.16,116.15,116.16,116.11,116.08,116.05,116.04,116.03,116.08,116.09,116.1,116.12,116.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,,,0
