Time Stamp,Open,High,Low,Close,SellersLevel4,SellersLevel3,SellersLevel2,SellersLevel1,SellersLevel0,BuyersLevel0,BuyersLevel1,BuyersLevel2,BuyersLevel3,BuyersLevel4,BuyersInControlPrice,SellersInControlPrice,Entry,Defence,Stop,Target,Actual_100%_dis,Predicted_100%_dis
2024-06-02 17:20:00,5363.75,5363.75,5363.75,5363.75,5296.5,5287.75,5284.5,5281.5,5281.0,5281.5,5283.5,5286.75,5289.0,5292.25,5363.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 18:05:00,5364.0,5368.75,5357.0,5357.0,5296.5,5287.75,5284.5,5281.5,5281.0,5281.5,5283.5,5286.75,5289.0,5292.25,0.0,5357.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 18:10:00,5357.25,5357.5,5354.75,5356.5,5296.5,5287.75,5284.5,5281.5,5281.0,5281.5,5283.5,5286.75,5289.0,5292.25,0.0,5356.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 18:15:00,5356.75,5359.25,5356.25,5359.0,5296.5,5287.75,5284.5,5281.5,5281.0,5281.5,5283.5,5286.75,5289.0,5292.25,5359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 18:20:00,5359.25,5364.25,5359.0,5363.75,5296.5,5287.75,5284.5,5281.5,5281.0,5281.5,5283.5,5286.75,5289.0,5292.25,5363.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 18:25:00,5364.0,5364.25,5362.75,5364.0,5296.5,5287.75,5284.5,5281.5,5281.0,5281.5,5283.5,5286.75,5289.0,5292.25,5364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 18:30:00,5364.25,5366.25,5363.0,5363.0,5296.5,5287.75,5284.5,5281.5,5281.0,5281.5,5283.5,5286.75,5289.0,5292.25,0.0,5363.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 18:35:00,5363.0,5363.75,5361.0,5362.5,5296.5,5287.75,5284.5,5281.5,5281.0,5281.5,5283.5,5286.75,5289.0,5292.25,0.0,5362.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 18:40:00,5362.25,5362.5,5360.5,5361.25,5362.5,5296.5,5287.75,5284.5,5281.5,5281.5,5283.5,5286.75,5289.0,5292.25,0.0,5361.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 18:45:00,5361.0,5361.25,5359.75,5360.0,5361.25,5296.5,5287.75,5284.5,5281.5,5281.5,5283.5,5286.75,5289.0,5292.25,0.0,5360.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 18:50:00,5360.25,5361.25,5359.75,5361.0,5361.25,5296.5,5287.75,5284.5,5281.5,5281.5,5283.5,5286.75,5289.0,5292.25,5361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 18:55:00,5361.0,5362.0,5360.0,5360.5,5361.25,5296.5,5287.75,5284.5,5281.5,5281.5,5283.5,5286.75,5289.0,5292.25,0.0,5360.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 19:00:00,5360.5,5361.75,5360.25,5361.25,5361.25,5296.5,5287.75,5284.5,5281.5,5281.5,5283.5,5286.75,5289.0,5292.25,5361.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 19:05:00,5361.0,5363.25,5360.25,5362.5,5361.25,5296.5,5287.75,5284.5,5281.5,5281.5,5283.5,5286.75,5289.0,5292.25,5362.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 19:10:00,5362.5,5364.5,5361.25,5362.0,5361.25,5296.5,5287.75,5284.5,5281.5,5281.5,5283.5,5286.75,5289.0,5292.25,0.0,5362.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 19:15:00,5362.0,5362.25,5360.75,5362.25,5361.25,5296.5,5287.75,5284.5,5281.5,5281.5,5283.5,5286.75,5289.0,5292.25,5362.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 19:20:00,5362.25,5362.25,5361.25,5362.0,5361.25,5296.5,5287.75,5284.5,5281.5,5281.5,5283.5,5286.75,5289.0,5292.25,0.0,5362.0,0.0,0.0,0.0,0.0,0.0,0.0
